Anzahl Random;Number of Records;Geschlecht (group);Befragungsjahr;Schultyp;Alter;Geschlecht;GefallenSchule;AendernSchule;Lieblingsfach;Berufswunsch ;SorgenSchule;SorgenAusbildung;SorgenFamilie;Rassismus
1;1;Maennlich;2009;Orientierungsschule;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Gar nicht gut;Lehrer erneuern/ wechseln;Ein anderes Fach;Schšnheit, Sport;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Musik;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;l_ngere Pausen;Deutsch;anderes;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher nicht gut;Pausenplatz;Franz_sisch;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Mathematik;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;weniger Tests/besser verteilt;Deutsch;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher nicht gut;schneller;Keine Angabe;Chemie, Physik;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Keine Angabe;2009;Orientierungsschule;11 bis 14 Jahre;Keine Angabe;Keine Angabe;Keine Angaben;Keine Angabe;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Leistungsdruck verringern;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Mathematik;Gesundheit;Nein;Ja;Nein;Keine Angabe
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Keine Angabe;Kultur;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Keine Angabe;Keine Angaben;Keine Angabe;Kultur;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Keine Angabe;Keine Angaben;Keine Angabe;anderes;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Keine Angabe;Keine Angaben;Keine Angabe;Fahrzeuge;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;gewisse Schulf_cher;Sport;GebŠudetechnik;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Sport;Bildung, Soziales;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Andere Schule;Keine Angabe;Weiblich;Sehr gut;Organisation/ System verbessern;Deutsch;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Maennlich;2009;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;Pausenplatz;Sport;Planung, Konstruktion;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;Pausenplatz;Sport;Bau;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;mehr Sport;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Deutsch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;l_ngere Pausen;Ein anderes Fach;Planung, Konstruktion;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Andere Schule;> 18 Jahre;Maennlich;Eher gut;WBS vs. Gym-Probleme;Ein anderes Fach;Schšnheit, Sport;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2009;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;Organisation/ System verbessern;Mathematik;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Organisation/ System verbessern;Mathematik;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Andere Schule;> 18 Jahre;Maennlich;Eher gut;weniger Tests/besser verteilt;Sport;Natur;Ja;Nein;Ja;Überhaupt nicht
1;1;Maennlich;2009;Andere Schule;> 18 Jahre;Maennlich;Eher gut;Keine Angaben;Mathematik;Verkauf;Ja;Ja;Ja;Eher nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Organisation/ System verbessern;Deutsch;Planung, Konstruktion;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Ausl_nder/Integration;Musik;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Mathematik;keine Angabe;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;langsamer/ einfacher;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;gewisse Schulf_cher;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;eigenes Klassenzimmer;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;Bildung, Soziales;Nein;Ja;Nein;Eher stark
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;farbigere Schule;Ein anderes Fach;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Gar nicht gut;Schulzeiten/ Stundenplan;Englisch;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Deutsch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Weiss nicht;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher nicht gut;Ausl_nder/Integration;Ein anderes Fach;Planung, Konstruktion;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;keine Angabe;Nein;Nein;Ja;Sehr stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Weiss nicht;Ein anderes Fach;Planung, Konstruktion;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Sehr stark
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;weniger Schule;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Deutsch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Kultur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Gestaltung, Kunst;Ja;Ja;Nein;Sehr stark
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Deutsch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;Organisation/ System verbessern;Mathematik;Gesundheit;Ja;Nein;Ja;Eher nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Gar nicht gut;gewisse Schulf_cher;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Eher stark
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Sehr gut;Lohn;Ein anderes Fach;Schšnheit, Sport;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;l_ngere Pausen;Ein anderes Fach;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;Schšnheit, Sport;Nein;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Weiss nicht;Sport;Schšnheit, Sport;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Sehr gut;Lohn;Sport;Schšnheit, Sport;Nein;Nein;Nein;Eher nicht
1;1;Keine Angabe;2013;Andere Schule;Keine Angabe;Keine Angabe;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Lohn;Sport;Schšnheit, Sport;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Unterrichtsart (mehr praktischer Unterricht);Keine Angabe;Schšnheit, Sport;Ja;Ja;Ja;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Lehrer erneuern/ wechseln;Sport;Schšnheit, Sport;Ja;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Lohn;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Mittagspause verl_ngern;Franz_sisch;Schšnheit, Sport;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;nichts;Keine Angabe;Schšnheit, Sport;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;l_ngere Pausen;Deutsch;Schšnheit, Sport;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;anderes;Ein anderes Fach;Schšnheit, Sport;Nein;Ja;Nein;Eher stark
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Keine Angaben;Deutsch;Verkauf;Ja;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;anderes;Keine Angabe;Schšnheit, Sport;Nein;Ja;Nein;Sehr stark
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;> 18 Jahre;Maennlich;Eher gut;strenge Regeln;Sport;Bau;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;Keine Angabe;Maennlich;Eher gut;Keine Angaben;Ein anderes Fach;Chemie, Physik;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;strenge Regeln;Ein anderes Fach;Verkauf;Ja;Ja;Nein;Sehr stark
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;Weiss nicht;Sport;Bau;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Sport;keine Angabe;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher nicht gut;Ferien (mehr und l_nger) (Weihnachtsferien);Sport;Natur;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Sehr gut;mehr Sport;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Sekundarstufe I;Keine Angabe;Weiblich;Eher gut;weniger Hausaufgaben;Franz_sisch;keine Angabe;Ja;Ja;Ja;Eher nicht
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Deutsch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Eher nicht gut;Unterrichtsart (mehr praktischer Unterricht);Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;Pausenplatz;Sport;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;Keine Angabe;Maennlich;Eher gut;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Musik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;strenge Regeln;Ein anderes Fach;Gestaltung, Kunst;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;Weiss nicht;Ein anderes Fach;Natur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher nicht gut;sp_ter beginnen;Sport;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Leistungsdruck verringern;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Sehr stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher nicht gut;Unterrichtsart (mehr praktischer Unterricht);Ein anderes Fach;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;kein Franz_sisch mehr;Ein anderes Fach;keine Angabe;Ja;Ja;Ja;Eher stark
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Keine Angabe;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;gewisse Schulf_cher;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Unterrichtsart (mehr praktischer Unterricht);Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher gut;Weiss nicht;Ein anderes Fach;keine Angabe;Ja;Nein;Ja;Sehr stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;kein Franz_sisch mehr;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Gymnasium;> 18 Jahre;Maennlich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Gymnasium;> 18 Jahre;Maennlich;Eher gut;Notensystem;Ein anderes Fach;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;Keine Angaben;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Ja;Ja;Eher stark
1;1;Maennlich;2013;Gymnasium;> 18 Jahre;Maennlich;Eher gut;sp_ter beginnen;Mathematik;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;sp_ter beginnen;Ein anderes Fach;Kultur;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Schulzeiten/ Stundenplan;Sport;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Mathematik;Informatik;Ja;Nein;Ja;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;nicht so streng;Ein anderes Fach;Gesundheit;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher nicht gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;keine Angabe;Ja;Nein;Ja;Eher stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Keine Angabe;Gestaltung, Kunst;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher nicht gut;Unterrichtsart (mehr praktischer Unterricht);Englisch;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Keine Angabe;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Weiss nicht;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher nicht gut;Pausenplatz;Ein anderes Fach;Gesundheit;Ja;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Englisch;Gesundheit;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;nichts;Ein anderes Fach;Gesundheit;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Englisch;Gesundheit;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Nein;Ja;Sehr stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;kein Franz_sisch mehr;Sport;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;l_ngere Pausen;Deutsch;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Englisch;anderes;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher nicht gut;Lehrer erneuern/ wechseln;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Mittagspause verl_ngern;Englisch;Informatik;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Englisch;Informatik;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Lehrer erneuern/ wechseln;Ein anderes Fach;keine Angabe;Ja;Ja;Ja;Eher stark
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Sport;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;nichts;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;nichts;Deutsch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;Keine Angaben;Englisch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;nichts;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Eher gut;Arbeitszeiten;Englisch;Wirtschaft, Verwaltung;Nein;Ja;Ja;Eher nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Sehr gut;Lohn;Sport;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Sport;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Eher gut;Lohn;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Englisch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Nein;Nein;Eher stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Weiss nicht;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Besserer Chef;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Deutsch;Wirtschaft, Verwaltung;Ja;Ja;Ja;Eher nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Besserer Chef;Sport;Wirtschaft, Verwaltung;Nein;Nein;Nein;Überhaupt nicht
